year,teamId,team,classification,conference,division,expectedWins,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties,neutralSiteGames.games,neutralSiteGames.wins,neutralSiteGames.losses,neutralSiteGames.ties,regularSeason.games,regularSeason.wins,regularSeason.losses,regularSeason.ties,postseason.games,postseason.wins,postseason.losses,postseason.ties
2025,2429,Charlotte,fbs,American Athletic,,1.4976336434483528,12,1,11,0,8,0,8,0,6,1,5,0,5,0,5,0,1,0,1,0,12,1,11,0,0,0,0,0
2025,2214,Emporia State University,ii,Mid America,,,11,5,6,0,9,4,5,0,5,2,3,0,6,3,3,0,0,0,0,0,11,5,6,0,0,0,0,0
2025,142,Missouri,fbs,SEC,,9.169654075056314,13,8,5,0,8,4,4,0,8,6,2,0,4,2,2,0,1,0,1,0,12,8,4,0,1,0,1,0
2025,277,West Virginia,fbs,Big 12,,4.811936551705003,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,332,Muskingum University,iii,Ohio,,,10,4,6,0,8,4,4,0,6,1,5,0,4,3,1,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,2146,Colorado School Of Mines,ii,Rocky Mountain,,,11,7,4,0,9,5,4,0,6,3,3,0,5,4,1,0,0,0,0,0,11,7,4,0,0,0,0,0
2025,2651,Trine University,iii,Michigan,,,10,5,5,0,7,3,4,0,5,3,2,0,5,2,3,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,239,Baylor,fbs,Big 12,,5.432608102448285,12,5,7,0,9,3,6,0,7,3,4,0,5,2,3,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2110,Central Arkansas,fcs,UAC,,3.5451086657121778,12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0,0,0,0,0,12,3,9,0,0,0,0,0
2025,194,Ohio State,fbs,Big Ten,,12.003681723028421,14,12,2,0,9,9,0,0,7,7,0,0,5,5,0,0,2,0,2,0,13,12,1,0,1,0,1,0
2025,175,Ithaca College,iii,Liberty League,,,10,8,2,0,6,5,1,0,5,3,2,0,5,5,0,0,0,0,0,0,10,8,2,0,0,0,0,0
2025,2644,Thiel,iii,Presidents',,,10,1,9,0,7,0,7,0,5,0,5,0,5,1,4,0,0,0,0,0,10,1,9,0,0,0,0,0
2025,264,Washington,fbs,Big Ten,,8.66034949105233,13,9,4,0,9,5,4,0,7,5,2,0,5,3,2,0,1,1,0,0,12,8,4,0,1,1,0,0
2025,129738,Calvin University,iii,Michigan,,,10,7,3,0,7,4,3,0,5,4,1,0,5,3,2,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,2588,Southwestern University,iii,Southern Athletic,,,10,4,6,0,6,2,4,0,5,2,3,0,5,2,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,127,Michigan State,fbs,Big Ten,,4.456157077103853,12,4,8,0,9,1,8,0,6,3,3,0,5,0,5,0,1,1,0,0,12,4,8,0,0,0,0,0
2025,2120,Central Washington,ii,Lone Star,,,12,10,2,0,9,9,0,0,6,5,1,0,6,5,1,0,0,0,0,0,11,10,1,0,1,0,1,0
2025,2771,Merrimack,fcs,FCS Independents,,3.4417151659727097,12,4,8,0,1,0,1,0,5,4,1,0,7,0,7,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,189,Bowling Green,fbs,Mid-American,,4.819279373623431,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2439,UNLV,fbs,Mountain West,,8.993300084024668,14,10,4,0,8,6,2,0,6,5,1,0,6,4,2,0,2,1,1,0,13,10,3,0,1,0,1,0
2025,452,Endicott College,iii,Commonwealth Coast,,,11,9,2,0,5,5,0,0,7,6,1,0,3,2,1,0,1,1,0,0,10,9,1,0,1,0,1,0
2025,2628,TCU,fbs,Big 12,,8.130669541656971,13,9,4,0,9,5,4,0,6,5,1,0,6,3,3,0,1,1,0,0,12,8,4,0,1,1,0,0
2025,2483,Oregon,fbs,Big Ten,,12.73398682102561,15,13,2,0,9,8,1,0,8,7,1,0,5,5,0,0,2,1,1,0,12,11,1,0,3,2,1,0
2025,99,LSU,fbs,SEC,,6.409515708684921,13,7,6,0,8,3,5,0,7,6,1,0,5,1,4,0,1,0,1,0,12,7,5,0,1,0,1,0
2025,2700,McDaniel College,iii,Centennial,,,10,1,9,0,6,0,6,0,5,1,4,0,5,0,5,0,0,0,0,0,10,1,9,0,0,0,0,0
2025,613,South Dakota Mines,ii,Rocky Mountain,,,11,3,8,0,9,3,6,0,6,2,4,0,5,1,4,0,0,0,0,0,11,3,8,0,0,0,0,0
2025,113,Massachusetts,fbs,Mid-American,,1.5976020053494722,12,0,12,0,8,0,8,0,6,0,6,0,6,0,6,0,0,0,0,0,12,0,12,0,0,0,0,0
2025,2911,William Jewell,ii,Great Lakes,,,11,3,8,0,8,1,7,0,6,2,4,0,5,1,4,0,0,0,0,0,11,3,8,0,0,0,0,0
2025,2886,Northwood (MI),ii,Great Midwest Athletic,,,12,9,3,0,9,7,2,0,6,4,2,0,6,5,1,0,0,0,0,0,11,9,2,0,1,0,1,0
2025,2923,Pomona Pitzer,iii,So. Cal.,,,10,5,5,0,8,4,4,0,5,2,3,0,5,3,2,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2888,Ouachita Baptist,ii,Great American,,,11,7,4,0,11,7,4,0,6,4,2,0,5,3,2,0,0,0,0,0,11,7,4,0,0,0,0,0
2025,2940,Livingstone,ii,CIAA,Southern,,10,5,5,0,7,3,4,0,4,4,0,0,6,1,5,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,251,Texas,fbs,SEC,,8.841586843132973,13,10,3,0,8,6,2,0,6,6,0,0,5,2,3,0,2,2,0,0,12,9,3,0,1,1,0,0
2025,84,Indiana,fbs,Big Ten,,12.897003024816513,16,16,0,0,9,9,0,0,7,7,0,0,5,5,0,0,4,4,0,0,13,13,0,0,3,3,0,0
2025,263,Loras College,iii,American Rivers,,,10,3,7,0,8,3,5,0,5,1,4,0,5,2,3,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2755,Grambling,fcs,SWAC,West,5.372520297765732,12,7,5,0,8,4,4,0,5,4,1,0,3,1,2,0,4,2,2,0,12,7,5,0,0,0,0,0
2025,2399,Minnesota Morris,iii,Upper Midwest,,,10,3,7,0,8,3,5,0,4,2,2,0,6,1,5,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2600,Saint John's (MN),iii,Minnesota,,,12,10,2,0,9,8,1,0,7,7,0,0,5,3,2,0,0,0,0,0,11,9,2,0,1,1,0,0
2025,2105,Carson-Newman College,ii,South Atlantic,,,10,7,3,0,9,6,3,0,5,5,0,0,5,2,3,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,2721,Whitworth,iii,Northwest,,,11,8,3,0,7,7,0,0,6,4,2,0,4,4,0,0,1,0,1,0,10,8,2,0,1,0,1,0
2025,340,Bowdoin,iii,NESCAC,,,9,2,7,0,9,2,7,0,5,1,4,0,4,1,3,0,0,0,0,0,9,2,7,0,0,0,0,0
2025,2845,Waynesburg,iii,Presidents',,,10,4,6,0,7,3,4,0,5,2,3,0,5,2,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,110243,UT Permian Basin,ii,Lone Star,,,14,11,3,0,9,7,2,0,7,6,1,0,7,5,2,0,0,0,0,0,13,10,3,0,1,1,0,0
2025,2283,Benedictine University,iii,NACC,,,10,7,3,0,8,5,3,0,6,5,1,0,4,2,2,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,26,UCLA,fbs,Big Ten,,3.232189977541566,12,3,9,0,9,3,6,0,6,2,4,0,6,1,5,0,0,0,0,0,12,3,9,0,0,0,0,0
2025,195,Ohio,fbs,Mid-American,,8.55351047217846,13,9,4,0,8,6,2,0,6,6,0,0,6,2,4,0,1,1,0,0,12,8,4,0,1,1,0,0
2025,2930,Willamette,iii,Northwest,,,10,1,9,0,8,0,8,0,5,0,5,0,5,1,4,0,0,0,0,0,10,1,9,0,0,0,0,0
2025,2023,Anderson (IN),iii,Heartland,,,10,2,8,0,6,1,5,0,4,1,3,0,6,1,5,0,0,0,0,0,10,2,8,0,0,0,0,0
2025,246,Juniata College,iii,Landmark Conference,,,10,2,8,0,5,0,5,0,5,1,4,0,5,1,4,0,0,0,0,0,10,2,8,0,0,0,0,0
2025,2306,Kansas State,fbs,Big 12,,7.607079938054085,12,6,6,0,9,5,4,0,6,4,2,0,5,2,3,0,1,0,1,0,12,6,6,0,0,0,0,0
2025,49,Dubuque,iii,American Rivers,,,10,4,6,0,8,4,4,0,5,3,2,0,5,1,4,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,129469,Anderson (Sc),ii,South Atlantic,,,11,5,6,0,9,3,6,0,6,3,3,0,5,2,3,0,0,0,0,0,11,5,6,0,0,0,0,0
2025,2758,Howard Payne,iii,American Southwest,,,10,4,6,0,6,2,4,0,5,2,3,0,5,2,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,425,Northern State,ii,Northern Sun,,,11,7,4,0,10,6,4,0,6,5,1,0,4,1,3,0,1,1,0,0,11,7,4,0,0,0,0,0
2025,2731,Williams,iii,NESCAC,,,9,5,4,0,9,5,4,0,4,2,2,0,5,3,2,0,0,0,0,0,9,5,4,0,0,0,0,0
2025,409,Concordia-Wisconsin,iii,NACC,,,11,9,2,0,8,8,0,0,5,4,1,0,6,5,1,0,0,0,0,0,10,9,1,0,1,0,1,0
2025,2711,Western Michigan,fbs,Mid-American,,9.063564711483195,14,10,4,0,8,7,1,0,6,5,1,0,6,3,3,0,2,2,0,0,13,9,4,0,1,1,0,0
2025,253,Southern Utah,fcs,UAC,,6.991644956171513,12,7,5,0,8,6,2,0,6,4,2,0,6,3,3,0,0,0,0,0,12,7,5,0,0,0,0,0
2025,388,Lebanon Valley,iii,Mid Atlantic,,,11,6,5,0,9,6,3,0,6,3,3,0,5,3,2,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,149,Montana,fcs,Big Sky,,10.825028182938695,15,13,2,0,8,7,1,0,10,9,1,0,5,4,1,0,0,0,0,0,14,13,1,0,1,0,1,0
2025,2646,Thomas More College,ii,Great Midwest Athletic,,0.016703486442565918,11,1,10,0,9,1,8,0,4,0,4,0,7,1,6,0,0,0,0,0,11,1,10,0,0,0,0,0
2025,2296,Jackson State,fcs,SWAC,East,9.367845997214317,12,9,3,0,8,7,1,0,5,4,1,0,5,4,1,0,2,1,1,0,12,9,3,0,0,0,0,0
2025,137,Missouri Western,ii,Mid America,,,11,3,8,0,9,2,7,0,6,2,4,0,5,1,4,0,0,0,0,0,11,3,8,0,0,0,0,0
2025,74,Millikin,iii,CCIW,,,10,3,7,0,9,2,7,0,5,2,3,0,5,1,4,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,33,Colby College,iii,NESCAC,,,9,6,3,0,9,6,3,0,4,2,2,0,5,4,1,0,0,0,0,0,9,6,3,0,0,0,0,0
2025,2818,Montclair State,iii,New Jersey,,,10,5,5,0,6,3,3,0,4,1,3,0,5,3,2,0,1,1,0,0,10,5,5,0,0,0,0,0
2025,205,Pacific (OR),iii,Northwest,,,10,3,7,0,8,3,5,0,4,1,3,0,6,2,4,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2891,Ripon,iii,Midwest,,,10,5,5,0,9,5,4,0,5,2,3,0,5,3,2,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2805,Clark Atlanta,ii,SIAC,,,10,3,7,0,8,2,6,0,5,3,2,0,4,0,4,0,1,0,1,0,10,3,7,0,0,0,0,0
2025,2019,Allen,ii,SIAC,,0.1840994954109192,11,6,5,0,8,5,3,0,6,4,2,0,5,2,3,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2848,Western Oregon,ii,Lone Star,,0.01084887981414795,11,8,3,0,9,7,2,0,6,5,1,0,5,3,2,0,0,0,0,0,11,8,3,0,0,0,0,0
2025,101442,CENTENARY,iii,Southern Collegiate Athletic,,,9,1,8,0,6,1,5,0,4,0,4,0,4,1,3,0,1,0,1,0,9,1,8,0,0,0,0,0
2025,2702,Western New England,iii,Commonwealth Coast,,,10,6,4,0,5,2,3,0,5,5,0,0,5,1,4,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,317,Marietta,iii,Ohio,,,10,5,5,0,8,3,5,0,5,2,3,0,5,3,2,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2688,Washington and Lee,iii,Old Dominion,,,11,7,4,0,6,4,2,0,5,4,1,0,5,2,3,0,1,1,0,0,11,7,4,0,0,0,0,0
2025,227,Rhode Island,fcs,CAA,,10.010007744655013,14,11,3,0,8,8,0,0,6,6,0,0,8,5,3,0,0,0,0,0,14,11,3,0,0,0,0,0
2025,2226,Florida Atlantic,fbs,American Athletic,,4.261233365978114,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2123,Chadron St,ii,Rocky Mountain,,0.3212336301803589,12,8,4,0,9,8,1,0,4,4,0,0,8,4,4,0,0,0,0,0,11,8,3,0,1,0,1,0
2025,3112,Christopher Newport,iii,New Jersey,,,11,10,1,0,6,6,0,0,6,5,1,0,5,5,0,0,0,0,0,0,11,10,1,0,0,0,0,0
2025,2056,Belhaven,iii,USA South,,,10,6,4,0,7,5,2,0,6,4,2,0,4,2,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,172,Cornell,fcs,Ivy,,4.702184573281556,10,4,6,0,7,3,4,0,5,3,2,0,5,1,4,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,291,Methodist,iii,USA South,,,10,1,9,0,7,0,7,0,5,1,4,0,5,0,5,0,0,0,0,0,10,1,9,0,0,0,0,0
2025,2564,Simpson College (IA),iii,American Rivers,,,10,6,4,0,8,5,3,0,5,1,4,0,5,5,0,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2044,Aurora,iii,NACC,,,11,8,3,0,8,6,2,0,5,2,3,0,5,5,0,0,1,1,0,0,11,8,3,0,0,0,0,0
2025,3162,Alfred State,iii,Empire 8,,,10,5,5,0,0,0,0,0,5,4,1,0,5,1,4,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,295,Old Dominion,fbs,Sun Belt,East,9.778332027606666,13,10,3,0,8,6,2,0,6,6,0,0,6,3,3,0,1,1,0,0,12,9,3,0,1,1,0,0
2025,199,Southeastern Oklahoma State,ii,Great American,,,11,5,6,0,11,5,6,0,6,3,3,0,5,2,3,0,0,0,0,0,11,5,6,0,0,0,0,0
2025,351,Wingate,ii,South Atlantic,,,12,9,3,0,9,7,2,0,7,5,2,0,5,4,1,0,0,0,0,0,11,9,2,0,1,0,1,0
2025,2909,Westfield State,iii,MSCAC,,,10,3,7,0,8,2,6,0,5,1,4,0,5,2,3,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,124179,Lincoln (CA),ii,Independent DII,,0.02222520112991333,11,0,8,3,1,0,1,0,0,0,0,0,11,0,8,3,0,0,0,0,11,0,8,3,0,0,0,0
2025,153,North Carolina,fbs,ACC,,5.077797766774893,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,356,Illinois,fbs,Big Ten,,7.779355075210333,13,9,4,0,9,5,4,0,7,6,1,0,5,2,3,0,1,1,0,0,12,8,4,0,1,1,0,0
2025,72,Elmhurst,iii,CCIW,,,10,1,9,0,9,0,9,0,5,1,4,0,5,0,5,0,0,0,0,0,10,1,9,0,0,0,0,0
2025,396,Wheaton,iii,CCIW,,,14,11,3,0,9,8,1,0,6,5,1,0,8,6,2,0,0,0,0,0,13,10,3,0,1,1,0,0
2025,490,Benedict College,ii,SIAC,,,13,10,3,0,10,7,3,0,6,5,1,0,7,5,2,0,0,0,0,0,12,9,3,0,1,1,0,0
2025,2118,Central Missouri,ii,Mid America,,,11,5,6,0,9,5,4,0,5,1,4,0,6,4,2,0,0,0,0,0,11,5,6,0,0,0,0,0
2025,276,Marshall,fbs,Sun Belt,East,7.878249095752835,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2199,Eastern Michigan,fbs,Mid-American,,4.180145688354969,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2882,UNC Pembroke,ii,Carolinas,,,11,8,3,0,1,0,1,0,5,5,0,0,6,3,3,0,0,0,0,0,11,8,3,0,0,0,0,0
2025,2069,Black Hills State,ii,Rocky Mountain,,,11,3,8,0,9,3,6,0,6,1,5,0,5,2,3,0,0,0,0,0,11,3,8,0,0,0,0,0
2025,2630,UT Martin,fcs,Big South-OVC,,5.791643618606031,12,6,6,0,8,6,2,0,5,4,1,0,7,2,5,0,0,0,0,0,12,6,6,0,0,0,0,0
2025,2373,Maryville College (TN),iii,USA South,,,10,7,3,0,0,0,0,0,4,3,1,0,6,4,2,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,2022,American International,ii,Northeast 10,,0.002171814441680908,10,2,8,0,9,2,7,0,4,2,2,0,6,0,6,0,0,0,0,0,10,2,8,0,0,0,0,0
2025,402,Worcester St,iii,MSCAC,,,10,3,7,0,7,2,5,0,5,2,3,0,5,1,4,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2703,Western New Mexico,ii,Lone Star,,,11,2,9,0,9,1,8,0,6,2,4,0,5,0,5,0,0,0,0,0,11,2,9,0,0,0,0,0
2025,2459,Northern Illinois,fbs,Mid-American,,4.604845409281552,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0,0,0,0,0,12,3,9,0,0,0,0,0
2025,2598,St. Francis (PA),fcs,NEC,,2.8361982479691505,11,0,11,0,7,0,7,0,5,0,5,0,6,0,6,0,0,0,0,0,11,0,11,0,0,0,0,0
2025,70,Idaho,fcs,Big Sky,,5.024806819856167,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,38,Colorado,fbs,Big 12,,3.8596997587010264,12,3,9,0,9,1,8,0,7,3,4,0,5,0,5,0,0,0,0,0,12,3,9,0,0,0,0,0
2025,2545,SE Louisiana,fcs,Southland,,8.645486406981945,13,9,4,0,7,6,1,0,6,5,1,0,7,4,3,0,0,0,0,0,13,9,4,0,0,0,0,0
2025,2980,Ohio Wesleyan,iii,North Coast,,,10,3,7,0,7,2,5,0,5,1,4,0,5,2,3,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2309,Kent State,fbs,Mid-American,,4.077412120997906,12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2776,Salve Regina,iii,NEWMAC,,,10,6,4,0,7,3,4,0,5,3,2,0,5,3,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2725,Widener,iii,Mid Atlantic,,,10,4,6,0,9,3,6,0,6,3,3,0,4,1,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,110438,Dean College,iii,MSCAC,,,10,0,10,0,1,0,1,0,4,0,4,0,6,0,6,0,0,0,0,0,10,0,10,0,0,0,0,0
2025,2016,Alcorn State,fcs,SWAC,West,6.529473297297955,12,5,7,0,9,4,5,0,6,4,2,0,5,1,4,0,1,0,1,0,12,5,7,0,0,0,0,0
2025,2142,Colgate,fcs,Patriot,,4.113385735545307,12,5,7,0,6,3,3,0,6,3,3,0,6,2,4,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2449,North Dakota State,fcs,MVFC,,12.210887632332742,13,12,1,0,8,8,0,0,7,6,1,0,6,6,0,0,0,0,0,0,13,12,1,0,0,0,0,0
2025,2746,Wittenberg,iii,North Coast,,,10,4,6,0,7,3,4,0,6,2,4,0,4,2,2,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,77,Northwestern,fbs,Big Ten,,5.938928607851267,13,7,6,0,9,4,5,0,5,4,1,0,5,1,4,0,3,2,1,0,12,6,6,0,1,1,0,0
2025,152,NC State,fbs,ACC,,7.596103310585022,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0,1,1,0,0,12,7,5,0,1,1,0,0
2025,145,Ole Miss,fbs,SEC,,11.829344287514687,15,13,2,0,8,7,1,0,9,9,0,0,4,3,1,0,2,1,1,0,12,11,1,0,3,2,1,0
2025,611,Seton Hill,ii,Pennsylvania State Athletic,Western,,11,4,7,0,9,3,6,0,6,2,4,0,5,2,3,0,0,0,0,0,11,4,7,0,0,0,0,0
2025,86,Rose-Hulman,iii,Heartland,,,10,3,7,0,6,3,3,0,5,1,4,0,5,2,3,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2335,Liberty,fbs,Conference USA,,5.296267895027995,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,330,Virginia St,ii,CIAA,Northern,0.012526094913482666,10,6,4,0,8,5,3,0,4,3,1,0,6,3,3,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2834,Sul Ross State,ii,Lone Star,,0.018074214458465576,11,0,11,0,9,0,9,0,4,0,4,0,7,0,7,0,0,0,0,0,11,0,11,0,0,0,0,0
2025,60,Morehouse College,ii,SIAC,,0.009983301162719727,10,3,7,0,8,3,5,0,3,1,2,0,4,1,3,0,3,1,2,0,10,3,7,0,0,0,0,0
2025,2083,Bucknell,fcs,Patriot,,4.885846987366676,12,5,7,0,6,1,5,0,6,3,3,0,6,2,4,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2974,Shepherd,ii,Pennsylvania State Athletic,Eastern,,11,7,4,0,10,7,3,0,5,4,1,0,6,3,3,0,0,0,0,0,11,7,4,0,0,0,0,0
2025,160,New Hampshire,fcs,CAA,,6.967988680116832,13,8,5,0,8,6,2,0,5,4,1,0,8,4,4,0,0,0,0,0,13,8,5,0,0,0,0,0
2025,2274,Hiram College,iii,Presidents',,,10,3,7,0,1,1,0,0,5,1,4,0,5,2,3,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2643,The Citadel,fcs,Southern,,3.285740479826927,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,213,Penn State,fbs,Big Ten,,9.183892115019262,13,7,6,0,9,3,6,0,7,4,3,0,5,2,3,0,1,1,0,0,12,6,6,0,1,1,0,0
2025,2913,Brevard College,iii,USA South,,,10,6,4,0,7,4,3,0,5,3,2,0,5,3,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,109,MIT,iii,NEWMAC,,,9,6,3,0,7,4,3,0,5,4,1,0,3,1,2,0,1,1,0,0,9,6,3,0,0,0,0,0
2025,2444,Newberry,ii,South Atlantic,,,14,12,2,0,9,8,1,0,7,6,1,0,7,6,1,0,0,0,0,0,13,11,2,0,1,1,0,0
2025,2029,Arkansas-Pine Bluff,fcs,SWAC,West,3.3337875604629517,11,3,8,0,8,2,6,0,4,2,2,0,6,0,6,0,1,1,0,0,11,3,8,0,0,0,0,0
2025,2849,Westminster (PA),iii,Presidents',,,11,8,3,0,7,5,2,0,5,4,1,0,5,3,2,0,1,1,0,0,11,8,3,0,0,0,0,0
2025,390,Utica,iii,Empire 8,,,11,8,3,0,6,5,1,0,6,5,1,0,5,3,2,0,0,0,0,0,11,8,3,0,0,0,0,0
2025,2970,William Paterson,iii,New Jersey,,,10,2,8,0,6,0,6,0,5,1,4,0,5,1,4,0,0,0,0,0,10,2,8,0,0,0,0,0
2025,2729,William & Mary,fcs,CAA,,4.916631722357124,12,7,5,0,9,6,3,0,6,5,1,0,6,2,4,0,0,0,0,0,12,7,5,0,0,0,0,0
2025,2315,Kutztown University,ii,Pennsylvania State Athletic,Eastern,,15,14,1,0,10,10,0,0,10,9,1,0,5,5,0,0,0,0,0,0,14,13,1,0,1,1,0,0
2025,2181,Drake,fcs,Pioneer,,7.148179964628071,12,8,4,0,8,7,1,0,5,4,1,0,7,4,3,0,0,0,0,0,12,8,4,0,0,0,0,0
2025,2013,Albany State GA,ii,SIAC,,,14,12,2,0,10,10,0,0,8,7,1,0,5,4,1,0,1,1,0,0,13,11,2,0,1,1,0,0
2025,2747,Wofford,fcs,Southern,,6.5388178601861,12,6,6,0,8,5,3,0,6,4,2,0,6,2,4,0,0,0,0,0,12,6,6,0,0,0,0,0
2025,97,Louisville,fbs,ACC,,9.430050792638212,13,9,4,0,8,4,4,0,8,5,3,0,4,3,1,0,1,1,0,0,12,8,4,0,1,1,0,0
2025,242,Rice,fbs,American Athletic,,5.102714262902737,13,5,8,0,8,2,6,0,7,3,4,0,5,2,3,0,1,0,1,0,12,5,7,0,1,0,1,0
2025,67,Luther,iii,American Rivers,,,10,0,10,0,8,0,8,0,5,0,5,0,5,0,5,0,0,0,0,0,10,0,10,0,0,0,0,0
2025,2402,Missouri S&T,ii,Great Lakes,,,11,5,5,0,8,3,4,0,5,2,3,0,6,3,2,0,0,0,0,0,11,5,5,0,0,0,0,0
2025,2579,South Carolina,fbs,SEC,,4.077739275991917,12,4,8,0,8,1,7,0,7,3,4,0,4,0,4,0,1,1,0,0,12,4,8,0,0,0,0,0
2025,2749,Worcester Polytechnic Institute,iii,NEWMAC,,,10,2,8,0,7,1,6,0,5,0,5,0,5,2,3,0,0,0,0,0,10,2,8,0,0,0,0,0
2025,2230,Fordham,fcs,Patriot,,2.76325311511755,12,1,11,0,6,1,5,0,5,1,4,0,7,0,7,0,0,0,0,0,12,1,11,0,0,0,0,0
2025,101784,ERSKINE,ii,Carolinas,,0.0,11,1,10,0,4,1,3,0,3,0,3,0,8,1,7,0,0,0,0,0,11,1,10,0,0,0,0,0
2025,2025,Angelo State,ii,Lone Star,,,11,6,5,0,9,4,5,0,5,3,2,0,6,3,3,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2242,Geneva,iii,Presidents',,,11,6,5,0,8,6,2,0,5,2,3,0,6,4,2,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,292,UT Rio Grande Valley,fcs,Southland,,8.015657879412174,12,9,3,0,0,0,0,0,7,7,0,0,5,2,3,0,0,0,0,0,12,9,3,0,0,0,0,0
2025,2717,Western Carolina,fcs,Southern,,7.176745203323662,12,7,5,0,8,6,2,0,6,2,4,0,6,5,1,0,0,0,0,0,12,7,5,0,0,0,0,0
2025,2639,Texas Lutheran,iii,Southern Collegiate Athletic,,,10,6,4,0,5,4,1,0,4,1,3,0,5,5,0,0,1,0,1,0,10,6,4,0,0,0,0,0
2025,386,Trinity University TX,iii,Southern Athletic,,,12,10,2,0,6,5,1,0,7,6,1,0,5,4,1,0,0,0,0,0,11,9,2,0,1,1,0,0
2025,2413,Morehead State,fcs,Pioneer,,5.152656640857458,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0,0,0,0,0,12,6,6,0,0,0,0,0
2025,2287,Illinois State,fcs,MVFC,,10.424413207918406,17,12,5,0,8,5,3,0,6,3,3,0,10,9,1,0,1,0,1,0,15,11,4,0,2,1,1,0
2025,79,Southern Illinois,fcs,MVFC,,7.115967109799385,12,7,5,0,8,4,4,0,5,3,2,0,7,4,3,0,0,0,0,0,12,7,5,0,0,0,0,0
2025,2583,Southern Connecticut State,ii,Northeast 10,,0.12052065134048462,10,4,6,0,8,4,4,0,4,3,1,0,6,1,5,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,2790,Albion,iii,Michigan,,,10,3,7,0,7,1,6,0,5,1,4,0,5,2,3,0,0,0,0,0,10,3,7,0,0,0,0,0
