year,teamId,team,classification,conference,division,expectedWins,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties,neutralSiteGames.games,neutralSiteGames.wins,neutralSiteGames.losses,neutralSiteGames.ties,regularSeason.games,regularSeason.wins,regularSeason.losses,regularSeason.ties,postseason.games,postseason.wins,postseason.losses,postseason.ties
2025,2740,Wisconsin-Lacrosse,iii,Wisconsin,,,11,8,3,0,7,5,2,0,4,4,0,0,7,4,3,0,0,0,0,0,10,7,3,0,1,1,0,0
2025,2197,Eastern Illinois,fcs,Big South-OVC,,3.9181027938611805,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0,0,0,0,0,12,3,9,0,0,0,0,0
2025,52,Florida State,fbs,ACC,,6.460647560656071,12,5,7,0,8,2,6,0,7,5,2,0,5,0,5,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2586,Southwest Baptist,ii,Great Lakes,,,10,3,7,0,8,2,6,0,5,0,5,0,5,3,2,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,308,Ashland,ii,Great Midwest Athletic,,,13,10,3,0,9,8,1,0,6,5,1,0,7,5,2,0,0,0,0,0,12,9,3,0,1,1,0,0
2025,2079,Bridgewater (VA),iii,Old Dominion,,,10,4,6,0,6,3,3,0,5,2,3,0,5,2,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,331,Eastern Washington,fcs,Big Sky,,4.905098777264357,12,5,7,0,8,4,4,0,5,4,1,0,7,1,6,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2213,Emory & Henry College,ii,South Atlantic,,,11,8,3,0,9,6,3,0,5,4,1,0,6,4,2,0,0,0,0,0,11,8,3,0,0,0,0,0
2025,2405,Monmouth,fcs,CAA,,9.073643654584885,12,9,3,0,8,6,2,0,5,3,2,0,7,6,1,0,0,0,0,0,12,9,3,0,0,0,0,0
2025,25,California,fbs,ACC,,6.241159430705011,13,7,6,0,8,4,4,0,6,4,2,0,7,3,4,0,0,0,0,0,12,7,5,0,1,0,1,0
2025,2134,Clarion,ii,Pennsylvania State Athletic,Western,,11,6,5,0,9,4,5,0,5,4,1,0,6,2,4,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2619,Stony Brook,fcs,CAA,,5.419395513832569,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0,0,0,0,0,12,6,6,0,0,0,0,0
2025,2438,Nebraska-Kearney,ii,Mid America,,,11,6,5,0,9,4,5,0,5,4,1,0,6,2,4,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2329,Lehigh,fcs,Patriot,,11.064314763061702,13,12,1,0,6,6,0,0,7,6,1,0,6,6,0,0,0,0,0,0,13,12,1,0,0,0,0,0
2025,2963,Case Western Reserve,iii,Presidents',,,10,4,5,1,8,4,4,0,4,1,3,0,6,3,2,1,0,0,0,0,10,4,5,1,0,0,0,0
2025,2108,Catholic,iii,Landmark Conference,,,10,3,7,0,5,2,3,0,5,3,2,0,5,0,5,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2534,Sam Houston,fbs,Conference USA,,1.5967655126005411,12,2,10,0,8,1,7,0,0,0,0,0,7,1,6,0,5,1,4,0,12,2,10,0,0,0,0,0
2025,2673,Valdosta State,ii,Gulf South,,,11,6,5,0,5,5,0,0,5,3,2,0,5,2,3,0,1,1,0,0,10,6,4,0,1,0,1,0
2025,2201,Eastern New Mexico,ii,Lone Star,,,11,3,8,0,9,3,6,0,6,2,4,0,5,1,4,0,0,0,0,0,11,3,8,0,0,0,0,0
2025,323,Moravian,iii,Landmark Conference,,,10,2,8,0,5,1,4,0,5,1,4,0,5,1,4,0,0,0,0,0,10,2,8,0,0,0,0,0
2025,114,Fitchburg State,iii,MSCAC,,,10,3,7,0,7,1,6,0,5,2,3,0,5,1,4,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,125,Grand Valley State University,ii,GLIAC,,,10,7,3,0,7,5,2,0,6,5,1,0,4,2,2,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,2341,Long Island University,fcs,NEC,,6.720968566834927,12,6,6,0,7,4,3,0,5,4,1,0,7,2,5,0,0,0,0,0,12,6,6,0,0,0,0,0
2025,2896,Southern Virginia,iii,USA South,,,10,6,4,0,7,3,4,0,5,3,2,0,5,3,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2148,Concord University,ii,Mountain East,,,11,4,7,0,8,2,6,0,4,2,2,0,7,2,5,0,0,0,0,0,11,4,7,0,0,0,0,0
2025,118,Johns Hopkins University,iii,Centennial,,,14,12,2,0,6,5,1,0,7,7,0,0,7,5,2,0,0,0,0,0,13,12,1,0,1,0,1,0
2025,2085,Buffalo State,iii,Liberty League,,,10,1,9,0,6,0,6,0,5,0,5,0,5,1,4,0,0,0,0,0,10,1,9,0,0,0,0,0
2025,2188,East Stroudsburg University,ii,Pennsylvania State Athletic,Eastern,,11,8,3,0,10,7,3,0,6,5,1,0,5,3,2,0,0,0,0,0,11,8,3,0,0,0,0,0
2025,126086,Post University,ii,Northeast 10,,,10,4,6,0,9,3,6,0,6,3,3,0,4,1,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,112,Tufts,iii,NESCAC,,,9,4,5,0,9,4,5,0,4,2,2,0,5,2,3,0,0,0,0,0,9,4,5,0,0,0,0,0
2025,112334,Franklin Pierce,ii,Northeast 10,,,10,6,4,0,8,6,2,0,5,3,2,0,5,3,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2560,Shorter,ii,Carolinas,,,11,2,9,0,4,0,4,0,5,1,4,0,6,1,5,0,0,0,0,0,11,2,9,0,0,0,0,0
2025,130,Michigan,fbs,Big Ten,,8.139928461052477,13,9,4,0,9,7,2,0,6,5,1,0,5,3,2,0,2,1,1,0,12,9,3,0,1,0,1,0
2025,2075,Bowie State,ii,CIAA,Northern,0.05608123540878296,10,3,7,0,8,2,6,0,4,0,4,0,6,3,3,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,2419,Mount St. Joseph,iii,Heartland,,,11,6,5,0,6,5,1,0,5,3,2,0,5,3,2,0,1,0,1,0,11,6,5,0,0,0,0,0
2025,2972,Plymouth State,iii,MSCAC,,,10,8,2,0,7,6,1,0,5,4,1,0,4,3,1,0,1,1,0,0,10,8,2,0,0,0,0,0
2025,216,Susquehanna,iii,Landmark Conference,,,14,11,3,0,5,5,0,0,9,7,2,0,5,4,1,0,0,0,0,0,13,10,3,0,1,1,0,0
2025,2121,Centre College Kentucky,iii,Southern Athletic,,,10,5,5,0,6,4,2,0,5,3,2,0,5,2,3,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2428,North Carolina Central,fcs,MEAC,,7.834098365157843,12,8,4,0,5,3,2,0,5,2,3,0,6,5,1,0,1,1,0,0,12,8,4,0,0,0,0,0
2025,2084,Buffalo,fbs,Mid-American,,4.92267126776278,12,5,7,0,8,4,4,0,7,2,5,0,5,3,2,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,43,Yale,fcs,Ivy,,8.028741981368512,12,9,3,0,7,6,1,0,6,6,0,0,6,3,3,0,0,0,0,0,12,9,3,0,0,0,0,0
2025,2193,East Tennessee State,fcs,Southern,,6.5574455335736275,12,7,5,0,8,5,3,0,6,5,1,0,6,2,4,0,0,0,0,0,12,7,5,0,0,0,0,0
2025,231,Furman,fcs,Southern,,5.181888498365879,12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0,0,0,0,0,12,6,6,0,0,0,0,0
2025,2305,Kansas,fbs,Big 12,,6.6933103278279305,12,5,7,0,9,3,6,0,7,4,3,0,5,1,4,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,158,Nebraska,fbs,Big Ten,,5.656969394534826,13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0,2,1,1,0,12,7,5,0,1,0,1,0
2025,2447,Nicholls,fcs,Southland,,3.8823198936879635,12,4,8,0,7,4,3,0,5,4,1,0,7,0,7,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2676,Virginia Union,ii,CIAA,Northern,,12,9,3,0,9,8,1,0,5,4,1,0,5,4,1,0,2,1,1,0,11,9,2,0,1,0,1,0
2025,2271,Henderson State,ii,Great American,,,11,8,3,0,11,8,3,0,5,3,2,0,6,5,1,0,0,0,0,0,11,8,3,0,0,0,0,0
2025,124180,Bluefield State,ii,CIAA,Northern,,10,3,7,0,7,2,5,0,6,3,3,0,4,0,4,0,0,0,0,0,10,3,7,0,0,0,0,0
2025,167,New Mexico,fbs,Mountain West,,7.38580188062042,13,9,4,0,8,6,2,0,6,6,0,0,6,3,3,0,1,0,1,0,12,9,3,0,1,0,1,0
2025,2015,Albright,iii,Mid Atlantic,,,10,4,6,0,9,3,6,0,5,2,3,0,5,2,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,2331,Lenoir-Rhyne,ii,South Atlantic,,,11,6,5,0,9,5,4,0,5,3,2,0,6,3,3,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,259,Virginia Tech,fbs,ACC,,3.527654842939228,12,3,9,0,8,2,6,0,7,2,5,0,4,1,3,0,1,0,1,0,12,3,9,0,0,0,0,0
2025,188,Baldwin Wallace,iii,Ohio,,,10,8,2,0,8,6,2,0,5,4,1,0,5,4,1,0,0,0,0,0,10,8,2,0,0,0,0,0
2025,2858,PennWest California,ii,Pennsylvania State Athletic,Western,,13,9,4,0,9,6,3,0,7,5,2,0,6,4,2,0,0,0,0,0,12,8,4,0,1,1,0,0
2025,237,Union (NY),iii,Liberty League,,,11,8,3,0,6,6,0,0,5,5,0,0,6,3,3,0,0,0,0,0,10,8,2,0,1,0,1,0
2025,40,Curry College,iii,Commonwealth Coast,,,11,8,3,0,5,4,1,0,7,6,1,0,3,1,2,0,1,1,0,0,11,8,3,0,0,0,0,0
2025,2627,Tarleton State,fcs,UAC,,10.408841436728835,14,12,2,0,8,7,1,0,8,7,1,0,6,5,1,0,0,0,0,0,14,12,2,0,0,0,0,0
2025,262,Lake Forest College,iii,Midwest,,,10,7,3,0,9,7,2,0,5,4,1,0,4,3,1,0,1,0,1,0,10,7,3,0,0,0,0,0
2025,2371,Mary Hardin-Baylor,iii,American Southwest,,,10,7,3,0,6,5,1,0,6,5,1,0,4,2,2,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,2504,Prairie View A&M,fcs,SWAC,West,9.938429178204387,14,10,4,0,8,7,1,0,6,4,2,0,6,5,1,0,2,1,1,0,13,10,3,0,1,0,1,0
2025,2000,Abilene Christian,fcs,UAC,,8.420483455061913,14,9,5,0,8,7,1,0,6,6,0,0,8,3,5,0,0,0,0,0,14,9,5,0,0,0,0,0
2025,6845,Nebraska Wesleyan,iii,American Rivers,,,10,1,9,0,8,1,7,0,5,1,4,0,4,0,4,0,1,0,1,0,10,1,9,0,0,0,0,0
2025,155,North Dakota,fcs,MVFC,,9.40951634850353,14,8,6,0,8,5,3,0,6,4,2,0,8,4,4,0,0,0,0,0,14,8,6,0,0,0,0,0
2025,293,Castleton,iii,New Jersey,,,10,2,8,0,1,1,0,0,5,1,4,0,5,1,4,0,0,0,0,0,10,2,8,0,0,0,0,0
2025,2286,Illinois College,iii,Midwest,,,11,8,3,0,9,7,2,0,5,5,0,0,5,3,2,0,1,0,1,0,11,8,3,0,0,0,0,0
2025,418,Hendrix College,iii,Southern Athletic,,,10,6,4,0,2,1,1,0,6,4,2,0,3,1,2,0,1,1,0,0,10,6,4,0,0,0,0,0
2025,107,Holy Cross,fcs,Patriot,,4.258055578917265,12,3,9,0,6,2,4,0,4,0,4,0,7,2,5,0,1,1,0,0,12,3,9,0,0,0,0,0
2025,2986,Fairmont State,ii,Mountain East,,,11,6,5,0,8,3,5,0,5,2,3,0,6,4,2,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,111675,Biddeford,iii,Commonwealth Coast,,,10,8,2,0,5,3,2,0,6,6,0,0,4,2,2,0,0,0,0,0,10,8,2,0,0,0,0,0
2025,2440,Nevada,fbs,Mountain West,,3.669079319573939,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0,0,0,0,0,12,3,9,0,0,0,0,0
2025,2744,Wisconsin-Stout,iii,Wisconsin,,,11,6,5,0,7,3,4,0,5,3,2,0,5,2,3,0,1,1,0,0,11,6,5,0,0,0,0,0
2025,254,Utah,fbs,Big 12,,10.604384354315698,13,11,2,0,9,7,2,0,6,5,1,0,6,5,1,0,1,1,0,0,12,10,2,0,1,1,0,0
2025,2273,Hillsdale,ii,Great Midwest Athletic,,,12,6,6,0,9,5,4,0,5,3,2,0,6,3,3,0,1,0,1,0,12,6,6,0,0,0,0,0
2025,96,Kentucky,fbs,SEC,,5.617103293538094,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2838,Tiffin,ii,Great Midwest Athletic,,,11,7,4,0,9,6,3,0,4,3,1,0,7,4,3,0,0,0,0,0,11,7,4,0,0,0,0,0
2025,427,Ohio Northern,iii,Ohio,,,11,8,3,0,8,7,1,0,5,5,0,0,5,3,2,0,1,0,1,0,11,8,3,0,0,0,0,0
2025,2723,Wisconsin-River Falls,iii,Wisconsin,,,15,14,1,0,7,6,1,0,9,8,1,0,5,5,0,0,1,1,0,0,13,12,1,0,2,2,0,0
2025,2117,Central Michigan,fbs,Mid-American,,7.2734494372271,13,7,6,0,8,5,3,0,5,4,1,0,7,3,4,0,1,0,1,0,12,7,5,0,1,0,1,0
2025,11,Colorado Mesa,ii,Rocky Mountain,,,11,6,5,0,9,5,4,0,5,4,1,0,6,2,4,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2487,Pace,ii,Northeast 10,,0.22073894739151,11,0,11,0,9,0,9,0,4,0,4,0,7,0,7,0,0,0,0,0,11,0,11,0,0,0,0,0
2025,120,Maryland,fbs,Big Ten,,5.526385084725916,12,4,8,0,9,1,8,0,7,3,4,0,4,1,3,0,1,0,1,0,12,4,8,0,0,0,0,0
2025,225,Brown,fcs,Ivy,,4.1773315775208175,10,5,5,0,7,2,5,0,5,3,2,0,5,2,3,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2477,Ohio Dominican,ii,Great Midwest Athletic,,,10,5,5,0,9,4,5,0,4,2,2,0,6,3,3,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2927,Southwestern Oklahoma State,ii,Great American,,,11,6,5,0,11,6,5,0,5,2,3,0,6,4,2,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2751,Wyoming,fbs,Mountain West,,3.7943590665236115,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2094,California Lutheran University,iii,So. Cal.,,,10,6,4,0,8,4,4,0,4,2,2,0,6,4,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,110,Mass Maritime,iii,MSCAC,,,10,5,5,0,7,4,3,0,5,2,3,0,5,3,2,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2132,Cincinnati,fbs,Big 12,,7.1495265872217715,13,7,6,0,9,5,4,0,7,5,2,0,4,2,2,0,2,0,2,0,12,7,5,0,1,0,1,0
2025,2258,Guilford College,iii,Old Dominion,,,10,2,8,0,6,0,6,0,5,0,5,0,4,2,2,0,1,0,1,0,10,2,8,0,0,0,0,0
2025,89,Wabash College,iii,North Coast,,,11,9,2,0,7,6,1,0,5,4,1,0,5,4,1,0,1,1,0,0,11,9,2,0,0,0,0,0
2025,2568,Southern Arkansas,ii,Great American,,,11,8,3,0,11,8,3,0,6,5,1,0,5,3,2,0,0,0,0,0,11,8,3,0,0,0,0,0
2025,326,Texas State,fbs,Sun Belt,West,8.781269459985197,13,7,6,0,8,3,5,0,6,4,2,0,6,2,4,0,1,1,0,0,12,6,6,0,1,1,0,0
2025,46,Georgetown,fcs,Patriot,,5.063297510147095,12,6,6,0,6,3,3,0,6,4,2,0,5,2,3,0,1,0,1,0,12,6,6,0,0,0,0,0
2025,2572,Southern Miss,fbs,Sun Belt,West,6.909944791346788,13,7,6,0,8,5,3,0,7,4,3,0,5,3,2,0,1,0,1,0,12,7,5,0,1,0,1,0
2025,196,Northeastern State,ii,Independent DII,,0.0,10,7,3,0,1,1,0,0,4,2,2,0,6,5,1,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,110254,Davenport,ii,GLIAC,,,11,5,5,1,8,4,4,0,6,2,3,1,5,3,2,0,0,0,0,0,11,5,5,1,0,0,0,0
2025,2043,Augustana University (SD),ii,Northern Sun,,,11,9,2,0,9,7,2,0,6,5,1,0,5,4,1,0,0,0,0,0,11,9,2,0,0,0,0,0
2025,2171,Denison University,iii,North Coast,,,10,6,4,0,7,5,2,0,4,2,2,0,6,4,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2231,Fort Hays State,ii,Mid America,,,11,6,5,0,9,5,4,0,5,2,3,0,6,4,2,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2205,Edinboro University,ii,Pennsylvania State Athletic,Western,,11,7,4,0,10,7,3,0,5,3,2,0,6,4,2,0,0,0,0,0,11,7,4,0,0,0,0,0
2025,2396,Miles College,ii,SIAC,,0.0027802586555480957,11,3,8,0,8,3,5,0,4,1,3,0,5,2,3,0,2,0,2,0,11,3,8,0,0,0,0,0
2025,2969,Misericordia,iii,Mid Atlantic,,,11,7,4,0,9,7,2,0,5,3,2,0,6,4,2,0,0,0,0,0,11,7,4,0,0,0,0,0
2025,2636,UTSA,fbs,American Athletic,,6.908204186707735,13,7,6,0,8,4,4,0,6,4,2,0,6,2,4,0,1,1,0,0,12,6,6,0,1,1,0,0
2025,103,Boston College,fbs,ACC,,4.589080009609461,12,2,10,0,8,1,7,0,7,1,6,0,5,1,4,0,0,0,0,0,12,2,10,0,0,0,0,0
2025,341,Frostburg State,ii,Mountain East,,,14,11,3,0,8,7,1,0,5,4,1,0,9,7,2,0,0,0,0,0,13,10,3,0,1,1,0,0
2025,17,Claremont-Mudd-Scripps College,iii,So. Cal.,,,10,5,5,0,8,3,5,0,4,2,2,0,5,2,3,0,1,1,0,0,10,5,5,0,0,0,0,0
2025,426,University of Mount Union,iii,Ohio,,,12,11,1,0,8,8,0,0,7,6,1,0,5,5,0,0,0,0,0,0,12,11,1,0,0,0,0,0
2025,2339,Lincoln (PA),ii,CIAA,Northern,0.008951425552368164,10,0,10,0,8,0,8,0,3,0,3,0,7,0,7,0,0,0,0,0,10,0,10,0,0,0,0,0
2025,258,Virginia,fbs,ACC,,8.728374960832298,14,11,3,0,8,7,1,0,7,6,1,0,5,4,1,0,2,1,1,0,13,10,3,0,1,1,0,0
2025,204,Oregon State,fbs,Pac-12,,4.057270593941212,12,2,10,0,2,1,1,0,7,2,5,0,5,0,5,0,0,0,0,0,12,2,10,0,0,0,0,0
2025,146,Grove City College,iii,Presidents',,,11,8,3,0,7,6,1,0,5,3,2,0,6,5,1,0,0,0,0,0,10,8,2,0,1,0,1,0
2025,2191,East Central (OK),ii,Great American,,,11,6,5,0,11,6,5,0,5,4,1,0,6,2,4,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2816,McKendree,ii,Great Lakes,,0.02113252878189087,11,4,6,0,8,4,3,0,5,2,2,0,6,2,4,0,0,0,0,0,11,4,6,0,0,0,0,0
2025,2681,Wagner,fcs,NEC,,4.484936222434044,12,5,7,0,7,4,3,0,6,3,3,0,6,2,4,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,2074,Bluffton,iii,Heartland,,,10,5,5,0,6,3,3,0,5,2,3,0,5,3,2,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2876,Lincoln (MO),ii,Great Lakes,,,11,2,9,0,8,0,8,0,6,1,5,0,5,1,4,0,0,0,0,0,11,2,9,0,0,0,0,0
2025,112335,Wheeling,ii,Mountain East,,,11,6,5,0,8,5,3,0,5,2,3,0,6,4,2,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,2938,Huntingdon College (AL),iii,USA South,,,10,6,4,0,7,5,2,0,5,3,2,0,5,3,2,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2502,Portland State,fcs,Big Sky,,0.6717481091618538,12,1,11,0,8,1,7,0,5,0,5,0,7,1,6,0,0,0,0,0,12,1,11,0,0,0,0,0
2025,18,Bridgewater State,iii,MSCAC,,,10,5,5,0,7,3,4,0,6,4,2,0,4,1,3,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,121,Bates,iii,NESCAC,,,9,2,7,0,9,2,7,0,5,1,4,0,4,1,3,0,0,0,0,0,9,2,7,0,0,0,0,0
2025,2458,Northern Colorado,fcs,Big Sky,,5.107625480741262,12,4,8,0,8,2,6,0,5,2,3,0,7,2,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,446,Martin Luther,iii,Upper Midwest,,,10,5,5,0,7,3,4,0,5,3,2,0,5,2,3,0,0,0,0,0,10,5,5,0,0,0,0,0
2025,2736,Winston-Salem,ii,CIAA,Southern,,10,4,6,0,8,3,5,0,4,2,2,0,5,2,3,0,1,0,1,0,10,4,6,0,0,0,0,0
2025,162,Hamline University,iii,Minnesota,,,11,1,9,0,10,0,9,0,5,1,4,0,6,0,5,0,0,0,0,0,11,1,9,0,0,0,0,0
2025,209,Lock Haven University,ii,Pennsylvania State Athletic,Eastern,,11,6,5,0,10,5,5,0,6,3,3,0,5,3,2,0,0,0,0,0,11,6,5,0,0,0,0,0
2025,302,UC Davis,fcs,Big Sky,,9.2870864123106,13,9,4,0,8,6,2,0,7,5,2,0,6,4,2,0,0,0,0,0,13,9,4,0,0,0,0,0
2025,278,Fresno State,fbs,Mountain West,,8.016719527542591,13,9,4,0,8,5,3,0,6,4,2,0,6,4,2,0,1,1,0,0,12,8,4,0,1,1,0,0
2025,328,Utah State,fbs,Mountain West,,6.1598476730287075,13,6,7,0,8,4,4,0,6,5,1,0,6,1,5,0,1,0,1,0,12,6,6,0,1,0,1,0
2025,2557,Coast Guard,iii,NEWMAC,,,10,7,3,0,7,5,2,0,4,4,0,0,5,3,2,0,1,0,1,0,10,7,3,0,0,0,0,0
2025,2398,Millsaps,iii,Southern Athletic,,,10,6,4,0,7,4,3,0,4,4,0,0,6,2,4,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,202,Tulsa,fbs,American Athletic,,5.036803876049817,12,4,8,0,8,1,7,0,6,2,4,0,6,2,4,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2294,Iowa,fbs,Big Ten,,9.362913387827575,13,9,4,0,9,6,3,0,7,5,2,0,5,3,2,0,1,1,0,0,12,8,4,0,1,1,0,0
2025,2546,Southeast Missouri State,fcs,Big South-OVC,,4.724439350888133,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2623,Missouri State,fbs,Conference USA,,5.335586038418114,13,7,6,0,8,5,3,0,6,3,3,0,6,4,2,0,1,0,1,0,12,7,5,0,1,0,1,0
2025,41,UConn,fbs,FBS Independents,,9.19361563026905,13,9,4,0,0,0,0,0,6,6,0,0,6,3,3,0,1,0,1,0,12,9,3,0,1,0,1,0
2025,58,South Florida,fbs,American Athletic,,9.073491495335475,13,9,4,0,8,6,2,0,6,6,0,0,6,3,3,0,1,0,1,0,12,9,3,0,1,0,1,0
2025,268,Lawrence University,iii,Midwest,,,10,0,9,1,9,0,8,1,5,0,4,1,5,0,5,0,0,0,0,0,10,0,9,1,0,0,0,0
2025,2292,Indianapolis,ii,Great Lakes,,,13,11,2,0,8,8,0,0,7,6,1,0,5,4,1,0,1,1,0,0,12,10,2,0,1,1,0,0
2025,2152,Concordia Moorhead,iii,Minnesota,,,10,7,3,0,9,6,3,0,5,3,2,0,5,4,1,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,50,Florida A&M,fcs,SWAC,East,3.424968662671745,12,5,7,0,8,4,4,0,5,2,3,0,5,3,2,0,2,0,2,0,12,5,7,0,0,0,0,0
2025,2101,Carleton,iii,Minnesota,,,10,6,4,0,9,6,3,0,5,4,1,0,5,2,3,0,0,0,0,0,10,6,4,0,0,0,0,0
2025,2010,Alabama A&M,fcs,SWAC,East,2.943329421803355,12,4,8,0,9,2,7,0,5,3,2,0,5,1,4,0,2,0,2,0,12,4,8,0,0,0,0,0
2025,2257,Greenville,iii,Upper Midwest,,,10,4,5,1,7,3,4,0,5,2,2,1,5,2,3,0,0,0,0,0,10,4,5,1,0,0,0,0
2025,108,Harvard,fcs,Ivy,,8.469054788351059,11,9,2,0,7,6,1,0,5,5,0,0,6,4,2,0,0,0,0,0,11,9,2,0,0,0,0,0
2025,90,Pittsburg St,ii,Mid America,,,13,10,3,0,9,8,1,0,6,6,0,0,6,3,3,0,1,1,0,0,12,9,3,0,1,1,0,0
2025,2704,West Texas A&M,ii,Lone Star,,,12,8,4,0,9,7,2,0,6,5,1,0,5,2,3,0,1,1,0,0,12,8,4,0,0,0,0,0
2025,2354,Lycoming,iii,Landmark Conference,,,11,5,6,0,5,4,1,0,5,2,3,0,4,3,1,0,2,0,2,0,11,5,6,0,0,0,0,0
2025,133,St. Olaf,iii,Minnesota,,,10,4,6,0,9,3,6,0,5,4,1,0,5,0,5,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,2018,Allegheny,iii,Presidents',,,10,4,6,0,7,3,4,0,5,2,3,0,5,2,3,0,0,0,0,0,10,4,6,0,0,0,0,0
2025,2900,St. Thomas (MN),fcs,Pioneer,,8.010148279834539,12,7,5,0,8,5,3,0,5,3,2,0,7,4,3,0,0,0,0,0,12,7,5,0,0,0,0,0
2025,2,Auburn,fbs,SEC,,6.594944655895233,12,5,7,0,8,1,7,0,7,3,4,0,5,2,3,0,0,0,0,0,12,5,7,0,0,0,0,0
2025,15,Anna Maria College,iii,MSCAC,,,10,7,3,0,1,1,0,0,4,3,1,0,6,4,2,0,0,0,0,0,10,7,3,0,0,0,0,0
2025,3110,SUNY Morrisville,iii,Empire 8,,,10,0,10,0,6,0,6,0,4,0,4,0,6,0,6,0,0,0,0,0,10,0,10,0,0,0,0,0
2025,134,Minnesota Duluth,ii,Northern Sun,,,12,10,2,0,10,9,1,0,5,5,0,0,6,4,2,0,1,1,0,0,11,10,1,0,1,0,1,0
2025,319,Oklahoma Baptist,ii,Great American,,,11,2,9,0,11,2,9,0,5,2,3,0,6,0,6,0,0,0,0,0,11,2,9,0,0,0,0,0
2025,509,Crown College,iii,Upper Midwest,,,11,7,4,0,8,7,1,0,5,4,1,0,6,3,3,0,0,0,0,0,10,7,3,0,1,0,1,0
2025,568,Minot State,ii,Northern Sun,,,11,3,8,0,9,2,7,0,5,2,3,0,6,1,5,0,0,0,0,0,11,3,8,0,0,0,0,0
2025,2692,Weber State,fcs,Big Sky,,4.301372546702623,12,4,8,0,8,2,6,0,5,2,3,0,7,2,5,0,0,0,0,0,12,4,8,0,0,0,0,0
2025,2026,App State,fbs,Sun Belt,East,5.310044386424124,13,5,8,0,8,2,6,0,6,3,3,0,5,1,4,0,2,1,1,0,12,5,7,0,1,0,1,0
2025,2516,Randolph-Macon,iii,Old Dominion,,,11,9,2,0,6,6,0,0,5,5,0,0,5,3,2,0,1,1,0,0,10,9,1,0,1,0,1,0
2025,2828,Shenandoah,iii,Old Dominion,,,11,8,3,0,6,4,2,0,5,5,0,0,4,2,2,0,2,1,1,0,11,8,3,0,0,0,0,0
2025,559,University of Mary,ii,Northern Sun,,,11,4,7,0,9,2,7,0,6,2,4,0,4,1,3,0,1,1,0,0,11,4,7,0,0,0,0,0
2025,2699,West Liberty,ii,Mountain East,,0.020496904850006104,11,3,8,0,8,3,5,0,5,2,3,0,6,1,5,0,0,0,0,0,11,3,8,0,0,0,0,0
